MatchID,Home,Away,Date,Season,Text
1425,Newcastle United,Swansea City,Fri 18 Apr 2014 19.23 BST,2013-14,"Two tense dressing rooms, two managers contemplating uncertain futures. If the St James' Park crowd would probably not forgive Alan Pardew for a fifth straight defeat, Swansea seem to have forgotten that their mantra is supposed to be all about passing to each other rather than infighting. If Garry Monk's side can retain possession for prolonged periods Newcastle fans are likely to be turn edgy so Pardew may persist with a back five and must pray the returning France striker Loïc Rémy can alter the narrative. Louise Taylor"
1426,Manchester City,West Bromwich Albion,Fri 18 Apr 2014 19.18 BST,2013-14,"By the time West Bromwich Albion arrive at the Etihad Stadium on Monday evening, Manchester City will hope that both Sunderland and Norwich City have done them a big favour by defeating their title rivals, Chelsea and Liverpool. This is how desperate and how far Manuel Pellegrini's band of multi-millionaires have fallen: looking to the Premier League's bottom and 17th-placed teams to get them back in the race following the dismal draw with Sunderland on Wednesday. Jamie Jackson"
1427,Cardiff City,Stoke City,Fri 18 Apr 2014 19.11 BST,2013-14,"Given that their remaining home game is on the final day against Chelsea, this match has the feel of the last-chance saloon for Ole Gunnar Solskjaer and his side if they are to avoid an instant return to the Championship. Stoke have won four of their past five league games to climb into the top half of the table, a lofty position that Mark Hughes will be keen for his team to remain in. Paul Chronnell"
1428,Aston Villa,Southampton,Fri 18 Apr 2014 19.04 BST,2013-14,"Aston Villa badly need to end a damaging week with the victory that would put their relegation fears to bed. The club's decision to suspend Ian Culverhouse, the assistant manager, and Gary Karsa, the head of football operations, on the back of a fourth successive defeat has left them in a state of turmoil. It is 13 years since Villa lost five league games on the spin. The visitors are also struggling, having lost three of their last four. Something has to give. Stuart James"
1429,Chelsea,Sunderland,Fri 18 Apr 2014 18.58 BST,2013-14,"Manchester City's midweek toils against the division's bottom club should serve as a warning to Chelsea, who aspire to reclaim leadership of the division for one night at least with an onerous fixture list ahead. José Mourinho will balance his selection with the Champions League semi-finals to come and next weekend's trip to Liverpool stretching his squad's resources. Sunderland must seek to repeat their resounding 3-0 success of November 2010 in these parts, but they did eliminate a strong Chelsea team from the League Cup in December. Gus Poyet is back in familiar territory. He will be craving an unfamiliar result. Dominic Fifield"
1430,Hull City,Arsenal,Fri 18 Apr 2014 16.46 BST,2013-14,"After last weekend's Wembley exertions, this game is now an FA Cup final rehearsal, although both sides have some unfinished business to attend to before they can start thinking about 17 May. Hull need another win to kill off any lingering relegation fears while Arsène Wenger, having seen fourth place rapidly reclaimed from Everton in midweek, will very much want to stay there. Paul Chronnell"
1431,Everton,Manchester United,Fri 18 Apr 2014 16.13 BST,2013-14,David Moyes brings a team he needs to rebuild to the home of one he built over 11 years and where he will hope to get a decent reception to recognise his galvanising of a club who in the 90s twice went to the final day before ensuring Premier League status. Everton are still smarting from the midweek home loss to Palace and looking for a first double over United since 1969-70. Mark Tallentire
1432,Tottenham Hotspur,Fulham,Fri 18 Apr 2014 15.40 BST,2013-14,"Fulham won this fixture last season and what they would not give for the same again. The scrutiny that has been placed on the run-in has long since reached head-wrecking levels and, realistically, Fulham know that they need to win at home to Hull and Crystal Palace. But something here, against a team that seemingly cannot start matches properly, would be a delicious tonic in the battle to prolong their 13-year association with the Premier League. David Hytner"
1433,Norwich City,Liverpool,Fri 18 Apr 2014 14.46 BST,2013-14,"This match is the calm between the storms for Liverpool coming as it does after the win against Manchester City and before the visit of Chelsea, yet it is equally important for Brendan Rodgers' title-chasing side. Luis Suárez will relish the occasion given he has scored 11 times in his past four games against Norwich, who will be managed at home for the first time by Neil Adams. Sachin Nakrani"
1434,West Ham United,Crystal Palace,Fri 18 Apr 2014 14.21 BST,2013-14,"Tony Pulis and Sam Allardyce are often depicted as being from the same mould but while the West Ham manager has been booed by his own fans this season because of a lack of sparkling football, Pulis is basking in acclaim thanks to a run of four straight wins that has guaranteed Palace's survival and sees Jason Puncheon mounting a late push for an England World Cup call-up. West Ham will have their work cut out to send their fans home happy. Paul Doyle"
1435,Swansea City,Chelsea,Fri 11 Apr 2014 17.51 BST,2013-14,By the time Chelsea kick-off in south Wales on Sunday they will have a greater understanding of the task at hand if they are to pip Liverpool and Manchester City to the title. A draw in the earlier game at Anfield would suit José Mourinho's team but a win for City would allow Chelsea to go top with three points against a Swansea side who are still fighting to confirm their top-flight status. Alan Smith
1436,Crystal Palace,Aston Villa,Fri 11 Apr 2014 17.42 BST,2013-14,"After two successive 3-0 victories, Crystal Palace could virtually assure their Premier League status by completing the double over Villa. Things are rarely that simple at Selhurst Park, however, and Tony Pulis will be wary of underestimating opponents lacking their leading scorer Christian Benteke but who have picked up more points away from home than any side in the bottom half. Ed Aarons"
1437,Hull City,Sheffield United,Fri 11 Apr 2014 17.11 BST,2013-14,"Hull have never been to the FA Cup final and nor has any side from the third tier, which is where Sheffield United currently find themselves. Nigel Clough's side will start as underdogs but having tamed Aston Villa already in this Cup run they will not be daunted by taking on Steve Bruce's team who will be without Shane Long and Nikica Jelavic, the strikers who helped them secured their Premier League survival. Paul Doyle"
1438,Liverpool,Manchester City,Fri 11 Apr 2014 17.03 BST,2013-14,"Five more wins will see Liverpool crowned champions of England for the 19th time and for the first time since 1990. Easy to write, harder to accomplish. The visit of Manchester City presents arguably the toughest assignment left for Brendan Rodgers' side, although Chelsea also await, and victory at a seething Anfield would leave Manuel Pellegrini's side requiring a slip-up. City, however, with Sergio Agüero fit again, can wrestle control of the title should they inflict a first home defeat on Liverpool since September. Andy Hunter"
1439,Southampton,Cardiff City,Fri 11 Apr 2014 16.40 BST,2013-14,"Ole Gunnar Solskjaer said Cardiff needed to beat Crystal Palace last week to stand a chance of staying up but this trip to the south coast really must be their final chance of staging an unlikely fight to avoid the drop. Their awful away form, with a solitary win on the road, coupled with Southampton's attacking strength, makes a win seem unlikely even if Mauricio Pochettino's team are comfortably ensconced in eighth. Alan Smith"
1440,Sunderland,Everton,Fri 11 Apr 2014 16.31 BST,2013-14,"Gus Poyet and Roberto Martínez were once midfield team-mates at Real Zaragoza. Managerially their respective philosophies have much in common but, right now, their careers are on divergent trajectories. While Everton arrive with a Champions League place almost within touching distance, Poyet concedes it will ""take a miracle"" to save Sunderland from the Championship. As Martínez seeks revenge for the Wearsiders's unexpected 1-0 Boxing Day win at Goodison Park his old friend simply prays for a first league victory since February 1. Louise Taylor"
